age,sister,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180
80,54961,5,4,5,5,4,5,1,4,5,5,5,5,5,5,5,1,5,4,5,5,5,5,2,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,2,5,5,5,5,5,5,1,5,1,5,1,5,5,2,5,5,5,5,1,2,5,5,5,5,5,5
40,22457,4,2,5,4,4,3,1,5,4,5,1,5,4,5,5,1,5,1,3,5,3,1,1,2,3,3,4,4,1,3,5,2,3,1,2,2,3,4,3,4,3,1,2,3,5,1,5,1,1,1,3,2,5,4,3,4,5,1,4,3,4,4,1,4,3
30,85830,4,4,4,4,4,3,3,3,1,5,1,1,3,1,4,2,5,4,4,5,4,4,1,3,5,5,4,4,3,1,1,4,1,4,2,3,5,5,1,2,1,1,4,1,5,1,5,1,4,5,4,3,1,1,4,5,2,1,5,2,5,5,4,5,1
50,120578,5,2,5,5,3,4,1,3,4,3,4,5,5,5,1,4,5,4,5,5,3,1,3,1,1,1,1,5,1,1,5,2,1,1,2,2,1,5,1,5,1,5,5,1,3,1,5,1,1,5,5,5,5,1,5,1,5,3,1,1,3,5,1,3,3
50,95240,5,5,5,4,5,3,3,3,5,5,3,5,3,5,5,5,3,5,4,3,5,5,1,5,5,4,5,4,5,5,4,5,5,5,3,5,5,2,1,1,3,3,4,5,5,4,4,1,4,2,5,4,4,1,3,5,4,4,3,5,3,5,5,5,3
60,115820,4,1,1,4,1,1,5,5,1,3,1,4,1,5,1,5,5,1,5,5,1,1,1,1,1,5,4,5,1,1,5,1,1,1,1,1,1,5,1,5,1,1,5,1,1,1,4,1,1,1,1,5,5,1,5,5,1,1,1,1,1,2,2,1,1
30,124332,5,1,5,5,1,3,5,5,4,5,1,3,1,5,2,3,5,2,5,5,5,1,3,1,5,5,4,5,1,1,5,1,1,2,3,1,1,5,1,5,4,1,2,1,5,1,3,1,2,3,2,2,3,1,5,5,2,4,3,1,4,4,2,2,4
50,23438,5,5,4,4,4,5,2,5,5,4,4,4,4,4,3,3,5,4,3,4,4,2,2,4,3,3,4,4,1,4,3,4,1,3,4,3,3,4,4,4,2,3,2,2,3,2,5,2,1,3,3,3,3,3,2,4,3,2,3,2,3,4,2,5,3
30,61621,2,1,2,2,2,5,1,5,1,3,1,1,1,5,1,3,5,1,5,5,1,1,1,1,3,5,1,5,1,5,1,1,1,1,1,1,2,5,1,5,1,1,5,2,3,5,5,5,1,1,4,4,5,1,4,5,4,4,3,1,1,5,4,3,1
50,49080,5,4,5,1,5,5,1,4,5,3,4,3,5,1,5,1,1,3,3,1,5,3,3,5,3,3,3,4,1,5,4,3,1,2,5,5,2,2,5,2,1,2,2,5,2,2,2,1,2,3,5,3,3,1,3,1,3,3,2,1,4,5,4,5,4
30,47359,4,2,4,4,3,4,2,4,3,5,4,3,3,5,3,3,4,5,3,4,4,1,1,2,1,4,4,4,2,5,4,2,4,3,3,4,3,4,2,4,2,4,4,4,4,4,5,4,4,3,4,3,3,3,3,4,5,4,4,3,3,4,2,4,3
30,3262,2,2,4,4,1,2,2,4,2,2,2,2,2,5,4,4,5,4,4,5,2,2,1,2,2,5,2,4,2,4,5,1,1,4,2,4,2,5,1,5,1,2,4,2,5,2,4,1,1,1,2,4,4,1,4,4,4,4,5,2,2,4,2,1,2
50,121704,5,4,5,5,5,5,5,4,5,5,2,1,5,5,4,1,5,5,5,5,4,4,2,5,4,4,1,1,1,5,4,4,1,2,5,5,5,5,1,5,1,5,5,5,5,4,5,5,1,1,5,5,4,5,5,5,5,1,1,5,1,5,5,5,4
70,52314,5,2,4,1,5,4,4,4,5,5,4,4,2,5,5,4,1,4,5,2,5,1,2,5,1,1,2,2,2,5,4,2,1,3,4,5,1,1,1,2,5,5,2,1,5,3,5,4,1,1,5,5,5,5,3,5,5,3,2,5,3,5,5,5,5
70,124568,2,2,4,5,2,2,2,1,2,4,2,4,1,1,4,4,5,1,4,1,2,2,1,2,2,5,2,4,4,4,2,2,1,2,2,4,2,1,2,4,2,4,4,1,1,2,1,1,4,1,4,4,4,4,4,4,4,2,4,2,2,2,4,2,2
50,33565,5,5,5,4,5,4,2,1,4,4,2,4,5,5,4,4,5,5,4,4,1,2,3,4,2,2,2,5,5,5,5,4,1,4,2,5,5,5,2,4,3,4,5,5,5,4,5,5,5,2,5,2,5,4,5,5,4,1,5,2,5,5,5,5,5
50,67996,5,3,3,2,4,4,4,3,4,5,4,3,5,5,1,5,4,2,3,5,2,2,3,5,5,2,1,4,1,5,5,3,5,4,3,5,5,1,5,5,5,4,4,2,2,4,5,5,5,3,5,4,5,1,5,5,5,2,5,4,5,5,5,5,2
50,127165,5,4,5,2,4,5,1,5,2,1,1,4,5,5,5,4,5,5,2,5,5,1,2,1,5,4,2,5,1,4,2,2,4,5,2,5,5,2,5,5,1,4,4,4,5,2,5,2,5,1,5,5,5,1,1,5,5,4,5,2,5,5,2,5,4
30,46621,1,4,5,2,5,2,1,5,4,5,1,2,4,5,4,2,5,4,5,5,5,1,1,1,1,2,4,4,1,2,5,1,4,1,1,5,1,5,1,5,1,4,5,3,5,4,4,4,1,1,4,4,5,1,3,4,4,1,4,4,4,4,1,5,1
50,38750,2,2,5,5,2,5,2,4,2,5,1,4,2,5,2,4,5,2,4,5,3,1,3,2,2,3,4,4,3,5,5,2,2,2,1,5,2,5,2,5,4,2,4,2,5,4,5,4,1,3,4,5,5,2,4,4,5,2,5,5,3,4,2,3,3
50,3971,5,1,1,5,1,1,1,2,1,4,1,1,1,5,1,1,5,1,1,5,1,1,1,1,1,5,1,5,1,1,5,1,1,1,1,1,1,5,1,5,1,1,1,1,2,1,2,1,1,1,1,1,5,1,1,4,4,1,4,1,4,5,2,4,1
50,87012,4,2,4,5,1,1,1,5,1,4,5,1,4,5,1,4,5,4,5,5,3,1,1,1,2,5,1,5,1,2,5,1,2,1,1,4,1,2,1,5,4,1,5,1,5,1,4,4,2,1,1,1,4,1,5,5,2,1,4,4,4,4,2,5,1
80,120605,2,3,2,5,5,5,1,5,2,4,2,1,1,5,2,3,5,4,2,4,4,1,3,3,2,3,1,5,2,1,4,3,1,3,3,4,2,5,5,5,3,3,2,1,5,1,5,1,5,1,5,4,5,1,4,5,5,4,3,5,3,5,3,5,1
30,5366,4,4,5,4,5,3,2,5,4,5,4,2,1,2,4,1,4,5,2,2,1,3,1,2,1,5,1,2,1,4,1,2,1,2,2,5,2,5,2,2,1,1,4,4,5,2,4,1,4,1,2,1,4,4,2,5,2,2,2,2,4,5,4,3,2
70,24193,5,4,3,4,4,1,1,3,4,1,4,1,1,5,4,4,5,4,4,5,3,2,2,2,5,4,1,5,1,4,4,2,1,4,4,2,1,5,4,5,2,4,4,1,4,2,5,2,4,2,4,4,4,4,4,5,4,1,4,2,4,4,4,5,2
70,96590,4,1,4,4,4,3,4,5,4,4,1,4,3,5,5,1,5,4,3,4,2,1,3,1,4,4,3,4,2,5,5,4,2,3,1,5,1,5,4,4,4,3,3,4,4,2,4,1,1,1,4,4,2,1,3,5,1,5,4,1,3,5,5,4,3
30,15693,5,4,5,5,4,2,1,3,5,5,2,1,4,5,2,5,5,1,4,5,4,2,1,2,5,4,2,5,1,5,5,3,2,4,5,2,5,5,5,5,1,2,5,3,4,5,5,2,1,5,5,5,5,5,3,5,1,2,3,5,3,4,5,5,2
30,92243,2,1,2,5,1,2,4,5,2,2,1,2,2,5,2,2,5,2,4,5,1,1,1,1,3,3,2,5,1,2,5,1,1,2,2,1,1,5,1,5,1,1,4,2,5,1,5,1,2,1,1,5,5,1,4,5,2,1,5,2,2,2,2,2,1
50,129845,4,1,3,5,1,5,1,3,3,1,1,1,2,5,1,3,4,3,3,4,4,1,1,1,1,4,1,4,1,4,4,1,3,4,5,4,4,4,1,4,2,1,5,1,3,1,5,1,1,1,4,4,4,4,5,4,4,1,4,4,1,4,4,5,3
40,123244,4,1,4,4,1,4,3,4,4,2,1,2,1,5,2,2,5,4,2,5,1,1,1,1,1,4,2,2,1,2,4,3,1,4,1,4,1,5,1,5,3,3,5,1,3,1,4,1,4,2,3,3,4,1,4,1,4,4,4,3,1,4,3,2,1
80,77693,2,4,4,5,4,4,1,3,4,5,5,2,4,3,5,4,4,5,4,4,3,2,1,5,1,5,1,5,1,4,3,2,4,4,5,5,3,2,5,4,1,2,5,1,5,3,4,4,2,1,4,3,5,5,4,5,5,4,5,4,4,5,3,5,5
40,94878,2,1,4,4,1,5,1,5,2,2,5,2,1,5,4,1,4,1,2,4,4,1,1,2,2,3,4,2,1,5,2,1,1,2,1,5,1,5,4,1,1,1,3,2,2,1,4,2,1,1,1,4,4,2,4,5,5,3,4,2,3,4,4,5,3
30,63311,4,1,5,2,1,5,1,5,5,5,1,5,2,5,4,4,5,5,2,5,4,2,1,1,5,5,1,5,1,4,5,1,1,1,1,4,1,5,1,5,5,5,4,4,4,1,5,1,1,1,4,4,4,1,2,2,2,4,2,4,1,4,4,4,1
60,99997,5,2,5,4,2,1,4,4,5,5,2,4,5,1,4,2,5,1,5,5,1,5,1,4,4,5,2,2,1,2,5,2,1,4,5,4,1,5,5,5,1,4,5,1,5,4,3,5,1,1,4,5,4,5,5,5,4,5,3,4,3,4,4,5,5
50,382,5,5,5,4,2,3,4,3,4,5,4,2,4,4,1,4,5,2,2,1,1,2,3,3,4,4,1,5,1,5,5,1,1,4,2,4,2,5,1,4,1,3,4,4,4,4,5,4,1,3,5,4,5,2,4,5,5,4,2,1,4,4,4,5,4
60,73538,3,2,2,1,5,4,2,2,2,2,1,5,4,4,4,2,4,4,3,4,3,3,2,3,3,4,2,5,3,5,4,4,2,4,5,4,3,5,5,3,2,4,3,3,4,2,4,5,5,3,5,5,4,5,4,5,5,1,4,2,4,5,5,5,4
60,59869,4,2,5,5,1,1,5,5,4,5,5,4,5,5,4,5,5,5,5,4,3,4,1,5,5,5,4,4,1,5,4,1,5,2,5,5,5,5,5,5,4,3,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
80,41605,4,2,1,4,5,1,1,5,1,5,1,1,1,4,5,3,1,2,4,1,1,1,4,1,3,4,1,5,1,4,5,3,1,2,2,3,3,4,2,3,1,1,3,3,5,1,3,3,1,1,3,3,5,1,3,5,1,3,3,1,3,4,3,3,1
40,108896,1,1,3,4,3,1,2,4,2,1,1,1,2,4,2,3,4,2,4,4,4,4,1,1,1,5,3,5,1,2,2,1,1,1,2,2,1,5,1,4,1,1,5,1,3,1,3,1,1,1,3,2,4,1,4,4,1,3,1,1,2,3,1,1,2
40,127047,4,1,4,5,1,4,1,5,1,5,1,5,1,5,2,5,5,5,5,5,4,1,1,1,2,5,5,5,1,1,5,1,3,2,1,1,4,5,1,4,1,3,2,1,2,2,5,1,1,1,2,5,5,1,4,3,1,1,3,2,2,5,1,5,4
30,86101,4,1,4,4,1,1,5,3,4,1,1,5,3,1,3,5,1,1,3,5,5,1,3,1,2,3,5,5,1,3,5,3,1,1,2,3,2,5,1,5,1,3,3,1,3,1,2,1,3,3,1,3,3,1,3,3,2,2,4,2,2,2,2,3,5
70,28367,2,4,5,1,4,5,4,2,4,5,4,4,2,4,5,4,4,5,2,4,4,4,1,5,2,1,2,4,2,5,4,2,4,5,2,4,2,1,2,4,2,2,4,5,5,4,4,2,2,1,5,5,5,2,4,5,5,4,4,4,5,5,5,5,5
70,106627,2,2,4,5,3,3,1,5,3,5,3,5,3,4,4,4,5,4,3,4,4,3,1,3,2,3,4,5,1,4,4,3,3,4,3,4,3,5,4,5,1,3,4,3,2,2,5,3,4,1,3,4,5,1,3,5,5,5,3,4,2,4,5,5,4
30,94066,5,3,2,5,2,1,4,5,2,4,1,4,1,5,5,1,4,4,4,5,2,1,1,1,5,3,1,5,1,4,5,1,1,4,1,4,1,5,3,5,1,1,5,1,4,1,5,1,4,1,2,5,3,1,4,5,1,1,5,4,4,3,4,4,4
30,126864,4,1,4,4,2,3,3,5,3,2,2,4,2,5,2,3,4,3,4,4,5,1,1,3,2,5,3,4,2,3,2,2,3,2,1,3,2,5,3,4,2,2,4,1,2,2,4,2,4,1,2,3,3,1,4,5,4,3,3,2,2,3,2,4,2
70,32435,4,4,2,4,2,2,2,5,2,5,1,4,4,5,4,3,5,4,2,5,4,2,3,2,1,3,3,5,1,4,3,1,1,2,2,5,2,5,1,5,2,2,4,3,5,2,4,4,4,1,4,4,5,1,3,4,3,4,4,2,4,4,4,2,2
30,115345,5,1,5,5,1,5,1,5,1,3,2,5,4,5,3,3,1,5,4,3,1,1,1,1,2,1,1,4,1,1,5,5,1,1,3,4,2,4,1,3,1,3,3,1,5,1,3,2,4,1,5,1,3,1,1,3,5,1,3,5,3,2,4,5,3
80,63481,5,4,5,4,3,5,1,4,5,4,4,4,1,5,5,2,1,5,4,2,5,2,3,2,4,4,3,5,2,5,4,2,1,2,1,4,1,4,5,5,2,5,5,5,5,5,5,1,2,1,5,1,1,2,3,5,1,1,1,2,5,5,4,5,4
80,37911,4,4,5,4,5,5,3,3,4,5,4,5,2,1,3,3,4,5,3,5,4,2,2,1,3,4,4,4,2,4,3,4,2,4,5,4,3,4,4,3,5,5,3,4,4,2,4,4,2,3,4,3,4,5,4,3,4,2,4,4,4,4,5,5,4
70,50326,2,4,3,4,2,2,1,4,3,4,3,2,4,1,3,3,3,2,3,1,4,2,3,2,4,3,4,1,2,4,4,3,1,3,2,4,3,5,3,4,2,2,2,2,3,2,1,1,2,1,4,3,5,2,2,5,4,3,1,1,3,3,4,4,2
80,98794,5,2,4,4,2,3,1,3,3,4,2,4,4,4,4,4,4,3,3,3,4,2,1,2,3,3,3,4,3,5,4,3,2,3,3,4,4,5,5,4,3,4,3,4,4,4,4,3,4,1,3,3,3,3,4,4,5,5,5,3,3,4,4,3,3
30,12223,4,1,2,5,1,3,3,5,2,4,1,1,3,5,1,4,5,1,5,5,1,1,1,1,1,5,2,4,1,3,5,3,1,2,2,3,1,5,5,4,1,1,5,1,5,1,5,4,4,1,3,5,5,1,5,5,2,1,2,4,4,1,4,3,1
40,54128,5,4,5,4,5,3,1,3,5,5,4,4,5,5,1,3,5,4,2,4,3,2,1,1,1,4,1,5,1,5,5,1,1,3,5,4,5,5,5,5,1,1,4,1,5,3,4,4,1,1,5,3,5,5,3,5,5,3,1,4,3,2,3,4,1
80,85737,2,5,5,3,5,4,2,1,5,5,4,4,5,3,5,4,1,5,5,3,4,4,4,5,5,2,4,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,3,5,1,5,4,4,2,3,5,4,1,1,1,5,5,5,5,5
40,36626,5,4,5,4,2,5,1,5,5,5,2,5,1,3,1,3,4,4,3,4,2,1,3,4,1,3,4,2,2,5,2,2,1,1,2,5,2,5,5,4,1,2,3,5,5,1,4,1,5,3,5,4,5,1,1,5,1,1,1,1,4,4,5,5,1
60,24744,5,2,4,4,2,5,2,4,2,5,1,1,5,4,4,3,5,2,1,4,2,2,1,1,1,5,1,4,2,4,5,2,3,1,2,2,4,5,3,5,2,3,4,4,5,5,5,1,1,1,3,3,5,2,3,3,3,1,3,2,2,4,3,4,1
50,270,5,1,4,4,1,4,4,5,2,5,1,1,5,5,5,4,5,2,3,5,4,2,3,2,2,4,4,4,1,5,4,3,3,2,4,2,4,5,1,4,2,4,5,5,5,1,4,4,5,3,5,4,5,2,4,5,5,2,3,4,3,5,4,4,3
30,12989,4,1,1,2,1,2,5,5,1,2,1,1,1,5,1,4,5,1,4,5,1,2,1,1,1,5,2,5,2,4,5,1,1,1,1,2,1,5,1,5,1,4,4,1,4,1,5,1,1,2,4,5,5,1,4,5,2,1,4,1,2,4,4,1,1
40,26033,4,4,4,4,3,3,4,3,1,5,2,1,2,5,2,4,5,1,5,5,4,1,3,2,2,3,1,5,3,4,5,2,1,4,1,5,4,5,2,5,1,2,4,1,5,1,5,1,1,1,4,4,5,1,4,3,2,1,3,2,1,4,4,1,1
50,13838,5,4,5,4,5,5,1,4,5,5,4,3,1,5,5,5,5,5,4,5,5,1,1,1,2,4,2,4,1,2,4,1,5,2,4,5,5,5,5,5,5,5,5,2,5,4,5,4,5,4,5,2,5,2,3,5,5,1,1,1,5,5,2,4,2
50,89456,4,2,5,5,5,3,2,4,4,1,5,4,5,4,4,4,4,3,5,5,4,1,3,2,5,3,4,5,1,3,3,3,5,4,3,4,5,5,5,5,1,3,5,4,3,3,5,1,5,1,5,5,4,1,3,3,4,5,1,1,5,3,5,4,5
50,23242,4,3,4,2,5,2,4,3,2,1,4,1,2,5,1,3,5,4,2,4,1,2,3,2,2,4,4,4,1,4,4,3,3,2,3,4,1,5,3,4,1,3,2,2,5,3,4,1,5,3,4,4,4,1,4,5,5,4,4,1,3,4,2,4,3
50,127937,3,1,4,5,1,3,3,5,3,2,1,1,1,5,3,3,5,3,5,5,4,1,1,1,1,5,3,4,1,3,5,1,1,1,1,3,1,5,1,5,1,3,3,1,4,3,3,1,3,1,3,5,3,1,3,4,3,2,3,1,3,3,3,3,1
40,123558,2,4,5,4,1,3,1,5,1,2,1,1,1,5,1,5,5,1,2,5,2,2,3,2,2,3,1,4,1,4,4,1,1,1,2,4,1,5,4,5,1,1,1,1,5,2,5,1,1,1,4,4,5,1,2,5,1,1,5,2,3,4,3,3,1
40,90050,5,2,3,3,4,3,1,3,3,5,1,1,4,5,3,3,5,4,3,5,1,1,1,1,2,4,3,3,3,2,1,2,3,3,3,4,1,5,4,4,1,1,5,3,5,3,5,1,1,1,3,1,5,1,3,5,1,1,5,3,2,5,3,4,5
50,95946,4,4,1,5,4,4,1,4,2,1,4,4,1,5,1,4,5,5,4,4,1,2,1,1,1,3,1,2,1,5,5,1,1,4,2,2,2,5,1,4,1,5,4,4,4,1,5,4,1,1,5,4,5,2,2,5,5,2,1,1,4,5,4,5,3
40,94990,4,3,4,4,3,3,1,5,5,4,3,4,1,1,4,3,4,4,3,3,4,1,3,1,4,5,2,4,3,4,5,3,4,5,2,4,1,5,2,5,4,1,5,3,4,1,3,1,5,3,2,4,3,2,5,4,2,1,3,1,3,5,4,1,3
50,84964,5,2,4,4,1,1,3,3,4,2,3,4,5,4,4,2,4,4,2,4,4,1,1,1,1,5,2,4,1,4,2,1,1,5,2,4,1,5,2,5,1,1,2,1,5,1,4,2,1,1,4,4,4,1,2,5,5,4,4,2,4,4,2,4,1
60,130354,4,2,4,2,2,2,2,3,4,5,4,2,3,4,4,2,3,3,2,3,2,2,2,3,3,4,2,2,3,4,3,3,3,2,5,4,4,4,4,3,2,4,3,3,4,2,4,2,2,2,5,3,5,2,3,5,2,1,3,2,3,4,2,5,3
60,120811,2,1,5,5,1,4,1,5,1,5,3,1,1,5,1,3,5,3,4,5,1,5,1,1,3,5,2,5,1,5,5,1,1,1,1,5,4,5,3,5,1,3,5,1,5,3,5,3,1,1,4,5,5,1,5,5,2,1,3,1,3,1,1,5,5
30,74232,4,2,4,5,1,2,1,5,1,2,1,1,1,5,2,5,4,1,4,5,2,1,1,1,1,4,1,5,1,2,5,2,1,1,1,2,2,5,1,2,2,1,5,1,1,1,5,2,1,2,1,5,4,1,5,4,2,2,2,1,2,4,2,2,2
50,70558,5,1,4,5,1,3,3,4,3,2,1,3,3,5,1,3,5,1,2,5,2,1,1,1,1,3,1,5,1,1,2,1,1,1,1,1,1,5,1,5,1,1,4,1,1,1,5,1,1,1,1,5,4,1,2,1,1,4,4,1,1,5,1,2,1
50,2137,5,3,2,2,2,2,4,5,2,2,2,2,5,5,2,2,5,4,4,4,4,2,2,2,4,4,2,2,2,4,4,2,2,2,2,2,4,4,2,4,2,2,4,2,3,2,4,1,4,2,4,4,4,1,4,2,2,4,4,2,2,2,2,4,2
30,46095,4,1,4,5,4,3,2,5,1,4,1,4,2,5,3,2,5,4,4,5,4,1,1,1,4,5,3,2,1,2,5,2,1,2,2,4,2,5,2,4,1,2,4,1,5,1,4,1,1,3,4,4,5,1,4,2,4,1,3,2,1,4,2,2,1
50,89345,1,5,4,1,3,1,1,3,1,5,4,1,1,3,3,3,5,1,1,4,2,4,3,1,1,5,4,3,1,4,3,5,5,3,2,4,4,5,1,5,1,3,5,1,4,4,4,1,1,1,4,4,1,3,4,1,1,1,1,3,4,2,4,3,1
50,53272,2,1,4,2,4,2,2,5,1,5,1,1,2,3,3,1,5,2,4,5,5,2,2,3,1,3,3,2,1,2,4,2,4,1,2,4,2,5,5,3,1,2,4,1,1,2,5,1,1,1,2,4,3,1,5,5,2,4,3,4,2,4,5,4,3
40,98443,4,1,5,2,1,4,4,5,5,1,1,4,1,5,1,5,5,4,3,5,1,1,1,1,1,5,1,5,1,4,5,1,1,4,1,1,1,5,1,5,1,1,3,1,5,5,5,1,1,1,4,1,5,1,2,5,1,2,3,1,3,1,4,1,2
40,100874,2,3,2,4,3,3,4,3,2,1,4,1,1,3,2,3,3,5,4,5,2,2,2,2,2,2,1,4,1,1,2,3,2,2,2,5,4,4,4,2,4,3,4,4,5,4,4,4,2,2,5,4,5,2,3,5,4,1,5,2,4,4,2,5,5
60,75263,1,4,5,4,3,5,1,2,5,5,4,5,5,5,5,4,5,5,4,4,1,1,5,4,1,1,4,5,5,5,5,4,4,5,4,4,4,5,3,5,5,4,3,5,5,4,5,4,3,1,5,2,5,5,5,5,4,1,5,4,4,5,5,5,3
30,22702,5,2,5,5,2,2,1,5,1,5,2,1,2,5,1,2,4,2,4,4,1,1,1,1,1,3,1,5,1,2,5,1,1,2,2,1,1,5,1,4,1,2,5,1,5,1,5,1,5,3,4,2,4,1,5,5,5,4,1,1,4,2,1,4,1
30,98608,5,2,3,4,2,3,4,4,1,2,2,1,2,5,2,4,5,3,3,4,4,1,1,1,1,5,1,4,2,4,4,2,1,2,2,2,2,3,5,4,2,1,4,2,1,1,2,1,2,1,3,3,5,1,4,5,4,1,4,2,1,4,4,2,2
60,11314,5,4,5,4,2,1,2,5,4,4,1,4,2,5,2,4,5,2,2,5,4,1,1,4,4,5,4,5,1,4,5,1,1,4,1,4,2,5,1,5,4,4,4,1,5,4,5,1,1,4,4,3,4,1,4,2,2,2,3,4,1,4,1,4,1
40,81243,5,1,4,5,1,2,4,5,4,5,1,4,3,5,5,2,5,2,5,5,2,2,1,1,4,5,1,4,2,1,5,2,1,2,1,3,1,5,1,5,3,1,5,2,5,2,3,1,5,1,2,5,5,1,5,5,2,2,1,3,5,5,1,4,2
30,53137,2,4,3,1,1,5,2,5,1,5,3,3,3,4,1,4,5,4,2,5,4,4,3,2,1,5,2,4,5,5,5,4,4,2,4,4,4,4,4,4,1,2,4,4,5,5,5,1,1,2,5,5,4,1,5,5,2,1,1,2,4,5,2,5,1
50,100941,5,2,4,4,2,4,1,4,2,5,3,1,5,5,5,4,5,2,4,5,1,1,1,2,4,3,1,5,1,4,2,2,4,4,1,2,2,5,4,5,2,2,5,4,5,4,5,2,1,1,5,5,5,4,3,5,5,4,3,2,4,5,5,4,3
30,104905,5,2,2,5,4,5,2,5,2,5,1,2,2,5,2,5,5,2,5,5,1,2,1,1,5,4,2,4,1,2,5,2,2,1,1,2,2,5,2,4,1,2,5,4,5,1,5,4,1,1,4,5,4,1,5,4,2,1,4,5,4,4,4,4,4
60,125661,2,4,5,4,1,5,1,4,5,5,4,4,4,4,5,3,5,5,4,4,4,3,2,2,4,1,5,4,2,4,2,2,3,1,2,5,5,4,4,4,2,4,3,2,2,2,5,2,5,3,5,4,3,1,3,5,2,4,3,1,5,4,2,5,3
60,26145,2,1,2,5,1,2,3,5,1,1,1,1,1,5,1,3,1,1,3,3,1,1,3,1,1,3,1,3,2,1,1,1,2,1,3,5,1,3,3,5,1,1,2,3,1,1,3,1,1,1,2,5,5,1,2,5,5,1,3,1,3,2,1,3,3
40,113338,3,1,2,5,1,1,2,5,1,5,1,1,1,5,1,2,2,1,5,4,2,1,1,1,4,5,3,2,1,5,3,1,1,3,2,1,1,4,1,3,1,1,3,1,2,1,5,1,1,1,3,4,5,2,3,5,2,1,3,1,3,2,2,2,1
40,53302,4,1,1,4,1,4,2,5,1,5,4,2,1,5,1,2,2,2,2,5,4,2,1,1,5,5,5,5,1,2,5,1,1,2,1,4,1,5,2,4,1,1,5,1,2,1,4,1,1,1,4,4,5,1,4,2,2,2,1,1,2,2,2,2,2
40,67438,2,1,4,4,2,2,3,5,4,4,1,2,1,5,1,5,5,2,5,5,1,1,1,1,4,5,1,5,1,4,5,1,2,4,1,4,1,4,3,4,2,3,5,1,5,4,5,1,4,1,1,3,4,2,3,5,2,5,5,4,2,4,2,4,2
70,100763,5,3,2,5,5,4,1,3,3,5,3,3,5,4,4,2,4,3,3,4,3,2,3,3,2,5,2,4,3,5,3,3,4,5,1,5,5,5,5,4,2,5,4,2,5,2,4,1,4,4,5,3,4,5,4,5,5,4,1,5,2,4,5,4,1
80,16049,5,4,5,5,5,2,1,5,4,5,2,3,4,5,1,4,5,4,2,5,1,5,5,4,2,5,4,4,1,5,4,4,5,1,5,5,5,5,5,5,4,5,4,4,5,5,4,1,1,1,5,5,4,5,5,5,5,1,3,2,4,5,5,5,1
40,52427,2,2,1,4,1,1,3,5,1,4,1,1,2,5,1,5,5,2,5,5,1,4,5,5,5,3,1,4,1,2,2,2,1,5,5,2,1,4,2,5,1,1,5,1,1,2,5,1,1,2,1,4,5,1,4,4,2,2,1,1,4,4,1,3,1
40,86292,4,4,4,2,1,2,1,5,4,2,4,4,2,5,1,4,1,4,4,1,4,2,1,2,2,3,2,5,1,2,4,4,1,2,2,4,1,4,3,4,1,2,4,4,4,1,5,1,4,1,4,4,1,1,4,4,4,2,3,1,4,5,4,4,5
30,118742,2,1,4,5,4,3,2,5,2,5,1,3,1,5,1,4,5,4,3,2,1,1,1,1,1,4,1,4,1,4,4,3,1,2,4,2,1,5,2,5,1,3,1,1,5,1,5,3,4,1,1,1,5,1,2,5,5,1,1,1,4,4,2,4,1
30,43134,4,2,4,2,2,2,2,4,2,2,2,1,1,5,2,4,4,1,2,5,4,2,1,2,2,4,2,4,1,2,4,2,2,1,3,4,1,5,2,4,4,1,4,1,4,3,5,4,2,3,2,4,4,4,2,4,4,1,2,4,3,4,2,3,3
30,12690,4,2,4,4,2,3,4,5,4,2,2,4,4,4,3,3,4,2,2,2,2,2,3,3,2,3,1,3,2,4,4,2,1,4,2,4,2,4,1,4,1,4,4,2,4,2,4,1,4,2,4,3,4,1,3,4,5,2,3,2,4,4,2,3,4
80,121887,4,3,4,4,3,5,3,3,5,5,3,5,3,3,5,3,2,1,3,3,1,2,1,4,1,5,4,3,1,4,3,1,1,3,3,4,2,3,3,3,2,2,3,4,5,4,3,3,3,1,2,4,5,4,3,5,3,4,3,5,3,3,3,3,2
60,24039,4,2,4,2,1,5,2,5,4,5,2,3,2,5,1,4,5,4,2,5,2,1,2,3,2,2,2,5,2,4,2,2,2,2,4,1,2,4,2,4,2,2,4,1,5,2,5,3,5,5,2,4,5,5,2,5,5,3,2,2,4,5,4,5,1
60,6373,2,2,4,4,4,1,3,4,1,4,1,1,4,3,4,5,5,3,3,4,1,1,1,4,4,5,3,3,3,3,5,3,3,4,1,4,1,5,2,1,4,1,2,4,2,4,5,1,2,1,4,4,2,1,2,4,1,1,2,2,4,5,1,4,5
40,54726,4,4,4,5,1,2,2,5,5,5,1,1,1,5,4,5,5,5,5,5,3,1,1,5,4,4,3,5,1,4,5,2,1,1,2,2,1,3,5,5,1,1,5,1,3,1,5,1,2,1,1,4,5,1,5,5,5,5,1,5,4,4,1,5,1
