age,sister,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180
50,32807,5,1,4,5,1,1,1,5,5,2,1,1,4,5,4,2,5,1,4,1,5,5,1,1,4,5,5,5,1,4,5,1,1,4,1,4,1,5,1,5,1,4,4,5,5,1,5,1,4,1,2,5,5,1,4,4,1,1,1,1,1,5,5,4,1
50,22572,4,4,4,5,4,2,3,3,4,4,2,4,2,5,4,3,1,5,3,5,4,1,2,2,3,3,2,2,1,3,5,1,1,3,4,4,4,4,4,3,1,4,5,3,5,3,5,5,2,2,4,4,5,2,4,5,3,2,3,4,2,3,5,4,3
20,28329,4,2,1,4,4,4,2,3,1,5,1,1,1,4,1,2,2,1,4,4,1,2,1,1,4,5,1,4,1,2,4,1,1,2,1,4,2,5,1,2,1,1,1,1,5,1,4,1,2,1,2,4,3,2,1,2,1,1,4,2,3,2,1,4,4
70,39944,4,1,5,2,2,2,1,5,4,4,2,2,4,2,4,2,1,4,3,1,1,2,1,2,4,5,1,1,1,5,4,1,2,5,5,5,2,1,4,4,4,2,2,1,5,5,4,2,5,1,5,1,5,1,2,5,5,4,1,5,2,5,5,5,3
80,37744,5,3,5,3,5,5,2,3,5,5,5,5,4,5,5,1,4,3,3,4,4,5,3,5,4,5,3,5,3,4,5,4,5,5,3,5,5,5,3,5,3,5,5,5,5,5,5,3,3,1,5,3,5,5,5,5,5,5,3,5,3,4,5,5,5
50,19248,4,1,3,1,4,1,2,1,3,5,3,2,4,5,4,3,5,2,3,5,4,2,2,1,3,3,4,5,1,4,4,3,2,2,2,2,2,3,2,1,2,1,2,1,1,2,3,2,1,2,3,4,4,1,3,2,2,1,3,2,5,5,2,3,2
50,4766,2,5,5,5,5,3,1,2,1,2,3,1,3,5,4,3,5,3,5,5,1,1,1,1,3,5,1,4,1,4,2,2,1,1,2,3,3,5,1,3,1,3,5,4,5,3,5,1,1,1,4,4,5,1,4,5,2,4,3,2,3,5,4,4,4
30,26602,2,2,4,4,1,3,3,5,4,1,1,3,1,4,4,2,4,4,4,4,5,1,1,1,1,5,3,1,2,2,4,2,1,1,2,5,1,5,3,2,1,1,5,1,4,2,4,2,2,1,4,3,3,5,4,4,2,2,4,1,2,4,2,3,1
50,105890,5,4,5,4,5,1,1,3,3,4,4,5,4,4,2,1,5,5,3,2,4,2,1,3,4,5,1,5,2,4,4,2,2,1,4,4,4,5,3,5,1,2,1,4,5,3,4,3,4,1,4,1,2,1,1,5,4,3,3,3,4,5,3,5,5
40,69418,3,3,3,2,5,1,1,1,2,5,1,1,1,5,1,1,2,5,5,1,1,5,3,5,1,3,1,5,5,4,4,3,3,4,4,5,4,1,5,4,4,5,4,5,5,4,4,4,5,4,5,4,5,4,4,5,4,4,4,4,3,5,5,4,4
70,120351,4,2,3,4,5,5,2,5,4,2,4,1,4,5,2,2,5,2,3,5,1,1,2,2,2,4,1,5,1,5,5,1,3,4,1,3,1,5,5,5,3,2,4,4,5,2,5,1,2,1,3,5,5,1,4,5,2,2,4,1,5,4,5,5,2
40,108826,5,4,4,4,2,1,4,5,1,4,1,4,5,5,1,4,5,1,4,4,1,1,1,1,4,5,2,5,1,1,5,2,1,4,1,4,1,4,1,4,1,1,4,1,4,1,4,1,1,1,4,4,4,1,4,5,5,1,4,4,4,4,1,2,2
40,5485,1,3,4,5,1,4,4,5,1,5,1,3,2,1,2,3,5,4,1,5,1,1,1,1,4,5,3,4,2,2,5,3,1,2,2,3,1,2,1,5,3,3,5,1,5,3,5,1,4,3,2,2,5,2,3,3,5,3,4,1,1,2,5,3,3
70,59433,2,1,3,3,3,3,3,5,3,5,1,3,3,1,1,3,5,4,4,4,3,2,3,2,1,3,2,4,2,3,4,2,3,3,3,4,1,5,3,4,3,4,3,3,5,3,4,2,1,1,4,3,5,3,3,4,4,4,3,3,3,4,2,4,4
60,32616,5,1,5,5,1,5,1,4,4,5,5,4,3,5,3,3,4,2,3,2,2,2,3,5,3,4,4,4,2,4,3,2,2,4,2,5,5,5,4,4,3,4,4,5,5,5,5,5,5,3,5,3,4,5,4,5,4,5,3,4,5,4,5,5,4
70,37999,3,2,1,5,3,1,3,1,2,1,1,3,2,1,4,3,2,3,3,3,4,4,1,4,3,4,3,3,1,5,3,1,3,3,3,5,3,3,4,3,3,3,3,1,5,3,3,3,4,1,5,3,3,5,4,5,5,5,5,4,1,5,5,5,1
70,67000,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,3,2,3,2,4,4,4,4,2,4,2,4,4,4,2,3,2,4,4,4,2,4,3,2,3,4,4,4,4,1,4,1,4,1,4,1,4,4,5,3,4,2,3,3,4,2,3
30,21961,2,1,4,4,2,1,2,5,1,4,1,1,1,1,1,4,2,1,1,4,4,2,1,1,3,5,1,5,1,5,2,2,1,2,2,4,4,5,4,5,2,1,1,4,5,4,4,3,5,3,5,1,4,5,5,5,2,3,2,5,4,5,2,3,3
70,99326,5,5,5,5,5,5,4,3,4,5,5,4,5,5,5,4,5,5,4,4,1,4,3,5,4,5,2,5,2,5,5,4,4,4,5,4,3,5,3,5,4,3,5,5,5,4,3,3,5,1,5,5,5,5,4,5,5,4,3,2,4,5,5,5,3
30,24294,4,1,2,5,1,2,2,5,2,4,2,4,2,1,1,4,5,1,4,5,4,1,2,1,2,4,4,1,1,4,4,2,1,2,2,2,1,5,1,5,1,1,4,1,4,2,5,1,4,4,5,2,4,1,4,2,2,4,4,2,2,4,2,2,4
60,31769,4,2,5,5,1,3,1,4,3,5,4,4,3,3,2,3,5,5,3,2,4,2,3,2,5,4,4,5,1,2,4,3,4,4,2,3,2,4,5,4,1,3,4,3,4,2,3,2,1,1,3,3,1,1,3,5,5,1,1,1,5,5,2,5,2
30,129488,2,1,3,4,2,4,3,4,2,5,4,2,2,3,2,2,3,1,3,3,1,3,3,3,3,3,1,4,1,2,3,2,1,5,3,3,4,5,1,1,1,3,3,3,5,3,4,4,2,1,4,4,5,1,3,3,3,3,3,4,3,5,4,3,3
30,105359,1,1,1,5,2,1,1,4,1,1,2,1,1,3,1,4,4,1,2,5,1,2,2,1,2,3,2,3,2,3,2,3,1,1,1,2,2,5,1,3,1,1,3,1,2,1,4,3,4,1,1,3,4,3,3,5,3,2,2,2,2,2,2,2,2
60,73263,4,3,5,2,2,3,1,3,1,1,3,2,5,3,3,1,5,1,1,4,1,2,1,3,1,5,3,4,1,3,2,2,3,4,2,3,1,1,3,4,3,3,4,4,5,3,3,1,1,1,5,3,2,1,1,5,1,4,1,3,5,5,3,4,3
30,84549,2,1,4,2,2,2,2,4,2,5,1,2,2,5,2,3,5,4,2,4,3,4,3,1,2,4,1,2,1,2,2,1,3,2,1,5,2,5,1,4,1,2,4,1,5,3,5,2,4,3,3,4,4,4,4,4,5,5,3,4,1,4,4,3,3
50,39197,1,2,2,2,4,3,1,4,1,5,2,3,1,5,1,3,5,4,2,4,1,1,1,1,1,5,4,4,2,4,5,1,1,2,3,3,2,5,5,5,1,1,4,4,5,4,4,1,1,1,1,5,4,1,5,4,5,1,3,5,4,5,1,4,3
40,81508,5,4,5,5,3,4,1,3,3,5,2,4,2,4,4,3,5,4,3,4,4,1,1,2,5,5,3,5,1,4,5,1,1,3,5,4,1,1,1,5,4,2,4,1,2,2,5,2,4,1,5,2,3,1,4,5,2,3,3,2,4,1,4,1,3
40,41760,2,2,3,5,1,1,4,5,1,1,1,1,1,5,1,4,5,1,5,5,4,1,1,1,1,5,4,1,1,1,4,5,1,2,1,2,1,5,1,5,1,1,4,2,4,3,1,1,1,4,3,3,2,1,5,2,2,4,5,1,4,4,2,4,4
40,66106,2,1,4,4,4,3,4,5,2,4,2,1,2,5,4,2,4,2,2,4,3,1,1,2,4,5,3,5,1,2,5,2,1,2,4,4,4,4,2,2,2,1,5,3,5,1,4,1,4,1,4,1,4,2,4,5,4,2,3,4,2,4,4,1,1
30,88542,5,1,4,3,3,3,2,5,4,5,1,3,5,5,3,3,3,4,5,5,4,3,1,1,4,3,4,3,3,3,3,2,1,4,3,4,4,4,3,5,1,1,4,4,5,3,1,1,4,1,5,5,5,1,5,5,4,4,5,2,4,3,3,4,4
40,63351,2,1,4,4,1,1,1,5,2,3,1,4,2,1,1,4,2,2,3,4,1,1,1,1,4,5,4,2,1,1,5,1,1,4,4,1,1,5,1,5,1,1,5,1,3,3,1,1,4,1,1,2,3,2,4,5,1,3,1,1,4,3,1,5,1
30,29820,4,1,4,4,1,3,1,5,4,2,1,1,1,5,1,3,5,2,2,5,1,1,1,1,4,5,4,4,1,1,5,2,1,1,4,4,1,5,4,5,1,1,3,2,5,1,5,2,1,1,3,4,3,1,4,3,1,1,4,1,3,4,2,3,1
70,100038,5,5,5,4,4,5,2,2,5,5,5,4,5,3,5,2,5,5,4,4,1,3,2,5,5,4,4,5,2,5,5,1,2,5,2,2,5,5,5,5,4,5,4,5,5,5,1,2,5,1,5,5,5,4,3,4,5,4,4,2,5,5,5,5,5
30,9148,5,2,5,5,4,4,2,2,3,5,2,4,4,4,4,3,5,4,3,5,4,1,1,2,4,5,3,5,3,5,5,4,2,3,3,4,4,4,3,4,2,4,3,1,4,4,5,4,1,1,4,4,5,2,1,5,5,1,5,2,2,4,4,2,4
60,38828,2,4,2,5,5,4,1,4,2,4,2,4,2,2,2,5,5,4,4,4,1,2,1,1,2,3,1,5,4,4,5,2,4,2,5,5,4,4,4,5,2,2,5,2,5,4,2,4,1,3,5,4,5,2,2,5,5,2,4,5,3,2,4,2,4
40,93529,4,3,4,4,2,2,1,4,2,5,1,3,2,5,4,2,5,5,5,5,4,1,1,2,4,5,1,5,4,4,4,1,1,2,1,3,1,2,5,4,2,4,5,1,2,2,4,1,2,1,4,4,4,1,3,5,4,1,2,1,4,4,4,5,2
40,66451,4,1,5,5,1,1,5,5,1,1,1,1,5,5,1,5,5,2,5,5,1,1,1,1,4,5,1,5,1,2,5,1,1,1,2,2,1,5,1,5,1,2,5,1,4,1,5,1,1,1,1,5,2,1,5,5,5,1,1,1,2,4,1,2,1
30,18576,4,1,2,4,1,1,3,3,2,4,1,4,2,5,1,3,5,2,3,5,2,1,1,1,1,4,2,4,2,2,5,3,1,2,2,4,1,5,1,5,1,1,5,2,4,1,4,1,2,3,1,4,5,1,4,5,1,4,4,1,3,4,2,4,3
90,66352,5,4,4,5,5,3,2,2,5,5,4,4,4,4,5,4,1,2,2,1,2,5,1,5,1,5,1,1,5,5,5,1,5,5,5,5,4,4,4,5,5,1,1,1,5,5,5,4,1,1,5,5,4,5,2,5,5,5,5,5,5,2,5,5,2
30,64501,2,2,4,2,2,1,2,3,4,4,2,2,2,5,1,2,5,3,2,4,4,1,1,1,1,5,2,2,1,2,2,1,1,2,4,2,2,5,2,4,1,1,4,1,4,2,4,1,2,1,4,4,5,1,3,4,4,1,4,2,2,4,1,4,2
40,98110,5,1,4,5,1,5,3,5,2,4,1,4,3,5,1,5,5,3,5,5,3,1,1,1,4,5,1,4,2,4,5,2,1,1,1,4,1,2,1,5,2,1,5,2,4,1,2,1,2,1,3,4,5,1,4,4,2,2,4,1,3,3,4,3,2
70,21287,2,4,4,2,5,5,2,3,4,5,5,4,4,4,5,3,5,5,3,4,5,1,1,5,4,5,5,1,2,5,5,1,4,3,2,4,4,4,5,5,4,2,2,5,5,4,5,1,1,1,5,4,5,5,4,5,5,1,4,2,3,2,5,5,1
40,110963,5,2,5,4,2,5,4,4,4,4,4,5,4,5,4,4,5,4,4,5,1,1,2,4,1,4,3,5,1,4,5,3,2,1,4,4,1,4,4,4,2,1,5,5,5,4,5,1,2,2,4,4,5,1,4,4,4,5,5,4,4,4,4,5,4
30,113622,1,1,2,4,1,3,4,3,2,5,1,4,2,4,1,4,5,1,4,5,4,1,3,1,1,5,5,5,1,4,5,1,1,1,1,2,5,5,1,4,1,1,3,1,5,1,4,1,1,1,1,2,4,1,4,1,1,3,4,4,3,2,2,2,2
70,5004,5,3,5,5,5,3,3,3,5,5,4,1,3,5,3,5,5,5,5,5,3,1,3,1,5,3,3,5,1,5,5,4,5,5,1,5,3,5,5,5,1,3,5,3,5,1,3,1,1,1,5,3,5,5,5,5,5,5,5,3,3,5,5,3,3
60,40006,5,1,3,5,2,5,1,5,1,3,1,1,4,5,1,5,4,2,3,4,2,1,1,1,4,4,2,1,1,3,4,2,2,1,2,4,1,4,3,4,1,3,4,2,4,1,3,4,1,3,2,5,5,1,2,4,5,3,4,1,4,4,3,4,5
40,1611,1,1,1,5,1,1,3,5,1,2,1,1,1,5,1,4,5,1,5,5,1,1,1,1,1,5,1,4,1,2,5,1,1,1,1,1,2,5,1,5,1,1,3,2,1,1,2,1,1,1,3,4,5,1,4,4,2,1,5,1,1,2,1,1,1
40,29174,2,1,5,4,5,3,5,3,4,5,3,5,4,4,5,1,5,2,5,5,5,1,3,4,4,3,4,4,3,4,5,1,1,5,1,2,4,5,3,5,2,1,4,4,5,2,5,4,4,1,4,4,4,4,4,4,5,5,5,1,4,3,1,3,2
40,92268,4,2,4,5,4,1,2,5,4,2,1,1,4,5,4,4,5,2,4,5,2,1,1,1,4,3,4,5,4,4,5,1,1,1,1,1,1,5,3,5,4,1,4,2,3,1,5,1,1,1,4,4,5,1,4,5,4,1,2,1,4,5,1,2,4
30,38540,5,1,3,4,1,1,1,5,3,4,1,2,5,4,1,3,4,1,2,4,4,1,1,1,4,5,3,4,1,4,3,3,1,2,1,4,2,5,1,4,3,3,3,3,4,2,5,1,3,1,1,1,5,1,2,3,3,1,3,2,2,2,4,4,1
40,67150,4,2,1,4,2,1,3,3,4,4,1,1,3,2,4,4,5,4,1,4,1,1,3,1,4,5,1,1,3,4,2,1,1,4,1,4,4,5,1,5,3,4,4,3,5,1,4,1,4,1,2,4,5,2,2,5,2,4,3,2,1,4,4,2,4
80,6138,5,4,5,5,3,5,2,2,5,5,5,5,5,1,5,4,5,5,5,5,1,1,1,2,5,3,1,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,1
30,74503,5,4,5,5,5,5,2,4,2,2,1,1,5,5,1,2,5,2,5,4,2,1,1,1,5,4,4,5,1,5,2,2,1,2,2,4,2,5,5,5,2,5,1,2,5,1,5,4,4,1,5,5,5,1,2,2,1,1,1,2,3,3,2,1,1
60,14678,1,1,2,4,1,2,5,5,1,1,2,1,1,5,1,4,5,3,4,5,1,1,1,1,1,5,1,5,2,1,4,1,1,1,1,1,1,5,1,4,1,1,5,1,1,1,5,1,1,1,3,1,5,1,5,5,2,3,3,1,2,4,2,4,2
30,117519,4,1,3,5,1,1,4,5,3,2,1,2,2,5,3,3,5,4,5,5,4,1,1,1,1,5,2,5,3,2,5,2,1,1,3,2,2,3,2,5,1,2,5,3,5,1,4,3,1,3,3,4,5,1,5,4,4,2,4,1,3,4,2,2,1
80,1700,4,4,5,4,5,5,1,3,3,5,5,2,3,4,5,3,3,5,2,2,4,4,1,5,1,5,3,4,1,4,1,1,2,4,2,5,2,4,5,3,3,5,1,1,5,1,4,1,1,3,4,3,1,5,2,5,5,1,3,5,5,5,5,5,5
70,102153,1,1,1,1,1,5,1,4,1,1,4,1,1,5,5,2,4,1,4,4,4,1,1,2,1,5,3,1,1,5,2,2,1,1,1,5,2,5,2,5,1,4,5,1,5,5,5,1,1,3,5,2,2,1,1,2,1,5,5,4,3,4,1,5,3
40,11053,4,1,1,4,1,4,1,5,1,4,1,1,1,1,4,1,5,1,1,5,1,1,1,1,1,5,1,4,1,4,5,1,1,1,1,5,1,5,1,1,1,1,4,1,1,1,5,1,1,1,1,4,5,1,4,4,4,1,4,1,4,1,1,4,2
20,68453,1,1,4,4,4,1,1,4,2,5,4,4,1,2,1,4,1,4,2,4,4,1,1,1,2,3,1,2,1,1,5,1,1,4,2,4,3,4,1,4,4,1,4,1,5,4,4,1,5,1,2,4,5,1,4,4,2,1,4,1,3,4,2,3,1
30,49019,5,4,4,4,1,5,3,5,2,3,4,4,5,5,2,4,3,1,3,3,3,1,3,2,4,4,4,3,2,2,5,2,1,3,3,3,2,5,3,3,2,5,5,4,3,2,3,3,5,1,2,3,5,1,3,2,4,3,3,2,4,4,5,5,3
60,8634,1,1,3,5,1,3,3,5,1,2,1,1,1,5,1,3,5,2,4,5,1,1,1,1,2,5,1,1,1,2,5,1,1,1,1,3,2,1,1,5,1,1,5,1,4,1,3,1,1,1,1,4,3,1,4,2,3,2,2,2,1,4,1,1,1
30,40414,5,2,4,5,4,5,2,5,2,2,1,4,4,5,2,4,5,2,2,5,5,1,3,1,4,3,4,4,1,4,5,4,4,2,2,2,2,4,3,5,1,4,3,3,4,1,5,1,4,3,4,4,5,1,2,5,5,1,2,1,5,5,4,5,5
30,87381,2,1,4,2,2,1,2,3,4,5,2,1,3,5,2,3,4,2,5,5,4,2,3,3,3,4,1,3,2,4,4,2,4,4,2,4,2,5,1,3,2,4,5,2,5,4,5,2,4,4,5,2,5,4,4,4,4,2,4,2,4,5,5,3,5
80,121722,4,4,4,4,2,2,2,3,4,4,2,4,2,5,2,4,5,1,4,5,1,1,3,1,5,3,2,5,4,2,2,1,2,4,1,5,1,5,2,5,2,1,4,1,5,1,2,1,1,1,2,2,4,2,4,5,2,1,1,1,2,4,1,2,1
70,61750,5,5,5,5,5,5,3,3,1,5,4,1,1,4,1,5,5,1,4,3,5,1,1,2,4,5,2,5,1,5,5,2,1,5,1,5,4,5,1,5,1,5,3,2,5,5,4,1,4,1,4,3,5,1,1,5,1,1,4,5,2,2,2,5,1
50,17372,2,1,4,5,1,3,2,5,1,2,1,1,1,5,2,2,5,3,3,5,3,1,1,1,5,5,1,5,1,3,2,1,1,1,1,2,1,5,3,5,4,3,4,1,5,1,5,1,1,3,2,2,3,1,2,5,2,2,3,2,2,3,2,3,3
50,72017,5,1,3,4,5,1,3,5,1,3,1,1,4,5,1,3,5,1,5,5,1,5,5,5,1,3,1,1,1,1,3,1,1,4,1,4,1,5,3,5,1,1,5,4,5,1,4,1,4,1,1,4,5,1,5,3,1,5,4,4,2,1,1,1,1
30,23671,1,2,3,5,1,1,1,5,1,1,1,1,1,5,1,5,5,2,5,5,4,1,1,1,1,5,2,5,1,4,5,1,1,1,1,1,2,5,1,5,1,1,5,1,1,1,5,1,1,1,1,5,5,1,5,1,5,1,5,1,1,1,1,1,1
50,118191,4,3,4,4,2,3,2,3,3,2,1,2,3,5,2,3,5,1,5,5,1,1,3,2,3,3,2,2,1,1,3,3,3,2,1,2,1,5,1,1,1,1,4,3,1,2,5,1,1,1,3,4,4,1,4,2,4,3,3,2,3,3,1,4,2
40,49775,4,1,5,4,1,5,1,5,4,2,1,4,4,5,4,4,5,4,3,4,4,1,1,1,1,5,1,4,1,3,2,1,4,2,1,4,1,5,4,4,1,2,3,1,5,1,5,1,1,1,3,1,5,1,3,4,5,1,5,1,4,5,3,5,3
40,39004,5,2,5,5,1,2,3,5,5,5,1,4,4,5,1,3,5,1,1,5,4,1,1,3,5,5,4,5,2,5,5,2,2,2,2,5,5,5,2,5,1,3,3,5,5,2,5,3,4,4,5,4,5,5,2,5,5,4,5,5,3,5,2,5,3
70,19349,4,2,3,4,4,2,2,4,4,5,4,4,4,5,1,3,5,4,4,4,4,2,2,2,4,3,2,3,1,2,4,1,4,4,2,4,4,5,3,3,2,4,4,1,4,4,5,2,4,3,4,4,4,5,4,5,5,3,5,3,4,4,5,4,5
40,117915,4,1,5,5,1,1,3,5,1,1,1,1,1,5,1,3,5,1,5,5,1,1,1,1,1,5,3,5,1,1,5,1,1,1,1,1,1,5,1,5,1,1,5,1,1,1,5,1,1,5,2,4,2,1,4,1,3,1,1,1,1,3,1,3,1
40,20260,4,1,2,4,1,2,4,5,4,4,1,4,4,5,1,4,5,2,2,4,2,1,3,1,4,4,4,4,1,3,4,2,1,1,2,4,2,4,1,5,1,4,4,1,1,2,4,1,1,1,4,4,5,1,4,5,2,1,4,1,4,5,2,4,4
70,118388,4,4,5,5,1,5,1,5,5,5,5,5,5,5,5,2,5,5,5,5,5,1,4,4,5,5,5,5,2,5,5,4,4,4,1,5,4,5,4,5,5,1,5,5,5,3,5,5,5,3,5,1,5,1,5,5,4,3,5,4,5,5,2,5,5
70,16324,5,5,5,4,5,5,1,2,1,5,1,4,4,4,1,2,4,4,4,4,1,4,5,2,4,5,4,4,1,1,4,1,4,4,5,5,4,1,2,1,1,5,4,4,4,4,4,1,1,1,4,5,2,1,1,1,1,2,4,1,5,2,4,5,5
30,15943,5,1,2,4,1,3,1,5,3,4,2,4,5,5,3,4,5,3,4,5,2,2,1,2,4,5,4,4,2,4,4,3,1,3,2,4,4,5,5,5,2,1,4,1,5,1,4,3,2,3,4,3,3,2,3,5,5,2,4,2,3,4,2,4,3
60,12745,2,1,5,5,1,5,5,5,2,5,3,3,2,5,2,1,5,2,5,5,2,1,1,1,5,5,1,5,1,5,5,1,1,5,1,5,5,5,5,5,1,1,1,1,5,3,5,1,1,1,5,1,5,1,1,5,4,5,5,1,5,2,5,5,4
50,67522,2,3,1,4,4,3,4,4,1,5,1,1,2,5,2,2,5,2,4,4,2,1,1,1,2,5,3,5,1,2,5,3,3,2,3,2,2,5,1,5,2,3,5,2,5,2,5,4,1,1,2,4,5,1,3,5,5,4,3,1,4,4,4,4,1
50,37393,5,1,5,5,2,4,1,5,1,1,1,1,2,5,1,1,4,2,3,5,4,1,3,1,2,5,1,5,1,5,5,1,3,1,1,5,2,5,4,5,1,2,5,1,5,1,1,1,1,1,2,5,5,1,3,5,1,1,2,1,5,5,1,5,4
30,3142,5,2,2,5,1,2,2,2,2,2,2,2,5,5,4,2,5,5,2,4,1,2,1,1,5,5,1,5,2,3,1,2,1,2,2,4,2,5,1,5,1,1,3,2,5,1,4,1,5,1,4,4,5,1,4,5,2,5,5,5,4,4,5,4,2
30,38810,4,2,4,4,1,3,1,5,2,5,2,2,3,5,5,2,5,4,5,5,3,1,1,3,2,5,3,4,2,5,5,3,3,3,4,4,2,2,1,2,2,3,3,2,5,3,4,4,4,2,5,4,3,1,2,5,5,2,3,1,4,5,4,5,4
80,96801,4,5,4,5,4,5,1,3,1,5,3,1,5,4,5,1,5,4,5,5,1,5,5,5,1,5,1,5,1,5,5,1,1,5,5,5,5,5,1,5,2,2,5,1,5,2,5,1,5,1,5,5,1,5,5,5,5,5,5,1,1,5,5,4,1
