age,sister,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180
40,5650,4,1,4,5,3,1,5,5,1,4,1,1,2,1,1,5,4,1,4,5,3,5,1,1,2,5,1,4,1,5,2,1,3,1,1,4,2,4,1,5,1,4,3,1,4,1,1,1,4,1,2,4,5,1,2,5,3,1,2,1,2,4,1,2,1
40,72156,3,2,4,5,2,2,4,3,2,5,5,1,2,3,2,2,3,3,1,3,1,2,2,3,4,4,3,2,2,4,2,1,2,3,2,4,4,5,3,4,2,3,2,5,5,2,3,1,3,3,1,3,4,2,2,3,4,2,3,4,2,5,4,4,4
40,128614,4,4,5,3,5,5,3,5,5,4,3,5,5,3,4,2,4,5,4,4,2,4,4,3,3,4,3,3,1,4,4,3,2,3,3,4,2,4,3,3,3,2,4,4,4,3,4,3,2,2,3,3,1,4,3,4,4,3,3,3,4,4,3,4,3
60,49773,4,1,5,4,2,3,1,5,1,2,1,1,4,2,4,2,4,2,1,4,1,1,1,3,1,5,1,3,1,4,4,2,1,2,1,4,1,5,2,4,4,1,4,2,4,1,4,1,1,1,4,3,3,2,4,4,2,4,3,2,2,4,1,3,3
70,122784,4,5,5,3,5,5,4,2,1,1,1,5,3,2,5,3,4,2,3,1,1,5,1,5,1,5,1,1,1,5,1,1,4,3,5,4,5,5,1,4,3,2,2,5,4,5,4,4,3,1,5,3,2,2,3,5,5,2,3,5,3,4,5,5,4
80,101549,2,2,2,4,5,2,2,3,2,5,2,2,2,4,3,2,4,2,4,4,2,2,2,3,2,4,3,4,2,4,4,2,3,3,4,4,4,3,2,4,2,1,3,2,4,3,3,2,2,2,2,4,4,4,4,5,2,2,2,2,4,4,2,4,4
40,43327,2,1,1,5,1,1,3,5,1,1,1,1,1,5,1,4,5,1,4,4,2,1,1,1,4,3,4,4,1,1,2,1,1,1,1,1,1,5,1,5,1,1,4,1,2,1,4,1,1,1,1,4,2,1,4,1,2,2,1,1,1,1,1,2,2
40,103523,2,1,4,5,1,1,4,5,1,2,1,1,1,5,4,4,5,2,4,5,1,1,1,1,1,3,1,5,1,4,5,1,1,1,1,1,1,5,1,4,1,4,2,1,1,1,5,1,1,3,4,5,5,1,3,4,2,1,4,2,3,4,1,1,1
50,49685,2,2,4,4,2,3,2,4,4,4,2,2,2,5,4,2,4,4,4,5,2,2,1,2,2,4,2,4,2,4,4,4,3,3,2,2,2,4,2,4,2,4,4,4,4,3,3,2,2,2,4,4,4,2,4,5,4,3,4,1,4,4,4,3,3
30,103712,5,2,5,2,2,1,2,2,5,1,4,1,1,4,3,3,4,1,2,4,5,4,2,4,4,2,4,4,2,2,2,2,2,1,2,1,4,4,1,3,1,1,4,2,2,4,2,4,2,1,2,4,4,2,5,4,1,1,2,4,3,5,4,4,4
40,123266,4,1,1,5,1,1,3,5,1,2,1,1,1,5,1,2,5,2,5,5,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,5,1,5,1,1,4,1,1,1,5,1,1,3,1,4,1,1,5,3,2,1,3,1,2,2,1,1,2
30,93213,2,4,5,5,1,3,1,4,4,5,2,4,2,5,4,4,4,4,4,5,3,1,3,2,2,3,3,4,1,4,4,2,4,4,3,2,4,4,4,5,4,5,5,4,4,1,4,2,4,4,2,4,4,1,3,5,5,2,4,4,3,4,2,4,4
60,114626,2,3,4,3,3,3,3,3,2,1,2,2,2,2,4,3,5,4,4,3,2,3,2,1,2,3,1,4,4,2,2,3,1,4,3,3,1,3,3,4,2,3,4,3,3,3,3,2,4,1,5,3,2,1,4,4,4,4,3,3,4,3,3,5,4
30,6388,4,1,3,4,1,3,4,5,2,1,1,4,4,5,2,1,5,2,3,3,2,1,1,1,2,5,2,4,1,1,5,1,1,2,1,2,1,5,1,4,1,1,4,2,1,1,3,1,1,2,3,3,4,1,2,1,3,1,3,1,1,1,1,1,1
50,99753,4,2,5,4,2,4,2,3,1,2,4,1,5,5,4,4,4,2,3,4,2,2,2,1,1,4,2,4,1,5,4,2,2,4,2,5,2,5,5,5,1,1,5,1,5,1,3,2,2,1,4,4,5,2,3,5,5,4,5,2,3,5,4,5,5
80,48089,2,1,1,5,1,1,1,4,4,5,1,4,1,5,1,1,1,1,4,4,3,1,1,1,1,4,1,4,2,5,4,2,2,1,5,5,5,5,1,5,4,1,1,1,1,5,5,1,1,1,4,4,5,5,1,5,5,5,5,5,4,2,5,1,1
50,23323,5,1,3,5,1,3,2,1,1,2,1,2,4,5,2,4,5,3,4,5,4,1,1,1,5,5,1,5,1,1,5,1,1,1,1,2,1,5,1,4,1,1,5,3,4,1,3,1,4,3,1,4,5,1,5,2,2,2,5,1,1,1,1,2,2
50,18540,3,4,5,5,3,4,2,3,4,5,4,4,3,5,5,3,5,2,4,3,2,2,2,4,2,4,4,2,2,4,2,2,1,2,3,4,4,4,4,2,2,4,4,2,4,4,4,2,1,3,2,3,2,4,4,5,5,1,2,4,2,4,4,4,2
30,120379,4,1,2,4,4,1,1,5,2,2,1,1,2,5,1,4,3,2,4,4,2,1,1,1,2,5,2,4,1,4,5,3,1,4,1,2,1,5,4,4,1,2,5,1,2,4,5,2,1,2,1,4,5,1,4,3,5,4,4,4,3,2,4,5,3
40,24484,2,1,4,4,1,4,5,5,2,2,1,1,2,5,1,5,5,5,5,5,4,1,1,1,2,5,1,5,2,4,5,1,1,4,2,4,1,5,1,5,1,1,5,1,5,1,5,2,2,1,4,4,5,1,5,4,5,1,5,4,2,4,1,2,5
60,121935,2,1,5,4,1,1,4,1,1,2,1,1,1,5,1,4,5,1,5,5,4,1,1,1,4,5,1,4,1,2,2,2,1,1,1,1,1,5,1,5,2,2,2,1,5,1,5,1,4,1,4,4,5,1,4,5,1,1,4,4,4,4,2,5,2
30,17208,4,2,5,5,1,3,2,5,2,2,3,2,3,1,4,3,5,4,4,5,1,2,1,2,4,5,1,4,1,4,4,1,1,2,4,4,1,4,1,5,1,1,2,2,2,1,4,1,3,1,1,1,4,1,1,5,2,1,3,1,2,2,2,2,3
30,40125,2,1,2,5,1,1,2,5,2,5,1,1,2,5,1,2,5,1,5,5,1,1,1,1,1,5,1,5,1,1,5,1,1,2,3,1,1,5,1,4,1,1,4,1,1,1,5,1,1,1,1,4,4,1,5,4,4,1,5,5,4,3,2,4,2
40,102859,4,4,2,5,1,2,1,5,1,5,1,1,5,5,1,4,5,4,4,5,1,1,1,1,5,5,1,5,1,5,5,1,1,3,1,5,1,5,1,4,1,1,3,1,3,2,3,1,1,1,4,3,5,1,3,5,5,5,3,1,4,5,1,4,3
40,99860,4,4,4,4,2,1,3,4,3,5,3,4,4,5,1,2,5,5,2,4,4,1,3,2,5,3,4,5,2,5,5,5,4,2,4,5,2,5,4,4,1,2,3,4,5,1,5,5,1,1,3,4,5,1,3,5,5,1,4,2,3,4,5,5,4
80,5035,4,5,5,4,5,5,4,1,5,5,1,4,5,3,5,4,5,3,3,4,5,5,3,5,5,3,5,3,4,5,4,3,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,4,3,3,5,4,5,5,3,5,5,1,5,5,4,5,5,5,4
70,31159,4,4,4,2,4,1,1,3,1,4,4,1,1,4,1,2,5,1,1,2,1,2,2,1,3,5,1,2,1,4,2,3,4,3,2,4,2,5,2,2,4,2,4,3,4,4,3,1,2,3,3,2,3,1,4,1,2,3,4,2,4,4,2,4,3
50,125998,5,1,4,5,1,4,2,5,4,3,4,1,5,2,2,1,1,2,2,2,1,1,1,1,4,5,1,5,1,2,5,1,1,2,1,1,1,4,2,5,1,4,2,1,4,3,3,1,1,1,1,4,5,1,3,4,2,4,2,1,2,2,2,2,2
30,72207,4,1,1,2,1,1,2,5,1,1,1,2,1,5,1,2,5,1,5,5,1,1,1,1,1,3,1,2,1,2,4,1,1,2,2,1,1,5,1,2,1,1,2,1,2,1,3,1,2,2,2,2,4,1,2,2,2,1,4,1,2,1,1,1,1
30,70407,4,2,5,4,2,5,1,4,4,4,1,5,3,5,5,4,4,2,3,5,5,1,1,2,4,3,3,4,2,5,5,2,2,4,2,4,2,4,2,4,1,3,4,2,4,1,4,2,4,2,5,4,4,4,2,4,4,2,2,3,4,5,4,4,4
30,88251,4,4,2,4,2,3,4,4,1,3,2,2,1,5,3,3,4,3,2,4,1,1,2,1,2,3,3,3,1,1,5,3,1,2,2,4,1,5,1,2,1,1,1,2,4,1,5,4,2,3,2,2,3,1,2,1,2,1,1,2,4,2,2,3,2
30,34444,5,3,1,5,4,1,3,3,1,4,1,1,4,5,1,2,4,1,3,4,5,1,3,1,1,3,2,1,1,2,2,1,3,1,1,2,1,5,3,5,1,1,3,1,2,1,4,1,1,1,1,4,5,1,3,4,3,1,3,4,3,4,1,3,3
30,46797,4,2,1,2,1,2,4,4,2,4,2,4,2,5,2,2,4,5,2,4,2,5,1,1,4,5,2,2,1,1,5,1,1,2,2,4,2,1,1,4,1,1,5,2,2,2,4,1,5,1,2,4,4,1,4,1,2,1,2,1,4,1,1,1,2
70,86482,5,5,4,1,5,5,1,1,2,3,5,5,5,5,3,3,5,1,3,5,5,3,3,5,4,5,5,3,1,4,5,1,1,3,5,5,5,5,3,5,1,3,3,5,1,3,5,1,4,1,2,3,2,5,4,5,5,1,1,5,4,5,4,5,1
80,83214,1,5,5,4,5,5,1,1,2,5,5,1,3,5,5,2,5,1,1,1,5,4,1,4,1,2,1,5,1,1,5,2,5,1,1,5,1,5,1,5,1,3,5,4,5,3,5,1,1,1,5,1,5,1,5,5,5,5,5,1,5,5,1,5,5
70,61644,4,2,3,5,2,2,2,2,3,2,1,2,4,5,2,3,5,4,4,5,4,2,1,1,4,4,2,5,1,2,4,2,1,5,1,4,2,5,1,5,1,1,3,1,5,1,4,1,1,1,1,4,5,3,4,2,2,4,5,2,2,4,4,1,2
60,27170,5,1,5,1,5,5,1,3,5,5,5,5,5,5,5,2,5,1,4,4,4,1,3,1,4,3,1,1,1,5,5,4,1,5,5,5,5,3,2,5,1,1,5,1,5,2,5,1,1,1,1,1,5,1,5,5,5,5,5,1,3,5,1,5,1
30,17296,2,1,4,5,1,1,4,4,2,1,2,2,2,5,3,5,5,2,2,5,2,1,1,1,1,5,2,2,1,1,4,1,1,2,1,2,1,5,1,5,1,1,2,1,2,1,4,1,1,2,3,3,4,1,3,2,2,2,5,1,1,2,1,1,1
60,116373,4,1,2,5,1,2,4,4,1,5,1,1,4,5,1,4,5,1,5,5,1,1,1,1,4,3,1,5,1,2,5,1,1,2,1,2,1,5,4,5,4,1,4,1,5,1,4,1,4,1,4,4,2,1,4,4,4,5,2,1,4,4,1,2,2
30,7875,4,1,1,5,1,4,2,5,1,5,1,4,2,1,1,5,5,4,5,5,1,1,1,1,5,1,4,5,1,5,5,2,1,1,1,5,1,5,1,5,1,5,4,2,5,1,3,1,1,2,2,5,5,1,4,5,1,4,1,1,2,4,4,4,4
50,17350,2,1,1,2,1,4,4,4,2,2,2,2,2,4,2,1,2,1,2,4,4,2,1,1,2,5,2,2,1,2,4,1,1,2,5,2,1,5,1,5,1,1,2,1,2,1,5,1,1,1,4,2,2,4,2,4,1,5,4,1,1,2,1,1,1
40,28580,4,2,4,5,2,4,1,5,3,4,4,4,3,5,2,2,4,4,4,4,4,2,3,2,2,3,2,5,4,4,5,2,3,4,2,3,2,5,2,5,1,2,4,2,5,2,4,2,1,1,2,4,2,1,3,4,2,3,3,2,4,4,3,5,2
50,27147,4,4,4,4,4,4,2,4,4,5,4,2,4,2,4,4,4,4,4,4,1,2,2,4,2,4,1,2,2,4,4,2,1,2,2,4,2,4,2,4,4,4,4,4,4,4,5,2,2,2,4,4,4,4,2,5,4,4,4,4,4,4,4,4,2
50,70584,5,4,2,2,1,2,2,3,2,2,4,4,4,5,4,2,5,4,3,5,1,2,3,2,5,4,2,5,2,4,5,1,4,4,2,4,4,4,4,5,2,2,2,2,5,2,2,1,2,1,4,2,4,2,2,5,2,5,3,2,4,5,2,4,4
30,60420,2,2,5,5,1,4,1,5,3,4,1,4,2,4,3,3,4,3,1,3,2,3,1,4,2,5,4,3,1,4,4,1,3,4,3,2,4,5,4,4,1,3,4,1,5,3,4,1,2,1,4,3,4,1,1,5,2,1,3,1,1,4,3,4,4
70,87870,4,4,4,4,1,3,1,4,4,5,2,4,4,5,2,1,4,2,3,4,4,2,3,1,4,3,4,2,5,4,4,2,2,2,2,5,5,4,1,4,2,2,3,2,5,4,4,1,1,1,2,4,3,4,2,5,2,4,5,4,3,5,4,5,4
40,62225,5,2,4,5,5,4,3,3,2,2,2,1,5,4,1,4,5,3,3,5,4,1,1,1,2,5,3,3,2,2,2,1,1,1,1,2,1,5,1,5,1,1,4,1,4,3,3,1,1,3,3,5,3,1,3,3,4,4,1,2,3,4,2,2,1
40,15327,2,2,5,4,2,2,1,3,4,2,2,2,2,1,1,3,4,2,3,4,1,1,1,1,4,4,1,4,1,2,4,2,1,1,1,3,4,5,3,5,1,1,4,1,5,1,5,1,1,3,1,4,3,1,2,5,2,2,3,1,3,4,2,3,3
50,31950,2,3,3,2,1,2,1,3,3,5,5,5,2,4,4,2,4,3,4,3,3,2,1,3,3,4,1,3,1,1,4,3,3,3,2,4,2,5,1,2,2,1,2,2,5,5,4,2,1,1,1,3,4,1,5,5,1,2,3,2,3,2,2,3,2
30,79281,5,1,3,5,1,3,2,5,1,5,4,4,4,1,1,4,5,4,5,5,1,1,1,2,4,3,1,5,1,2,5,2,4,1,1,4,4,5,1,5,2,2,5,4,5,1,5,1,1,1,3,5,5,1,5,5,3,4,5,2,1,4,1,2,4
30,16641,4,3,2,4,5,4,1,5,2,5,2,4,4,5,4,2,5,4,4,5,4,1,1,1,4,4,3,4,2,5,5,1,1,2,2,5,4,4,1,5,1,4,4,1,4,2,5,1,2,1,4,4,5,1,2,5,2,1,5,4,4,4,4,4,4
40,39400,1,3,3,4,1,3,2,5,1,1,1,1,1,5,5,3,4,2,3,4,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,4,1,5,3,3,1,3,3,3,4,1,5,1,1,3,1,2,4,1,1,3,3,4,2,1,3,2,1,3,1
40,28241,5,4,5,4,1,1,1,2,1,1,2,1,2,4,2,4,5,1,2,1,2,4,1,1,1,5,1,1,1,5,5,4,2,1,4,5,5,5,4,5,1,1,1,4,2,2,5,1,1,1,4,1,5,1,1,2,1,1,5,5,5,4,1,5,3
70,71367,4,3,4,3,3,1,2,3,4,5,4,5,3,1,1,5,5,1,5,5,1,1,2,5,1,5,2,5,1,5,3,1,2,3,5,5,5,5,4,5,1,4,4,1,5,1,5,1,4,1,5,4,5,5,3,5,5,1,4,4,4,4,5,5,1
30,21579,5,4,4,4,4,1,2,3,1,1,1,1,5,5,4,4,5,1,3,5,1,1,3,1,1,3,1,5,2,4,4,4,1,1,1,1,1,5,4,4,1,5,5,1,4,1,4,1,1,1,4,2,4,1,5,4,1,3,2,1,1,4,4,4,5
50,130437,4,3,4,5,4,5,2,3,4,4,3,5,4,5,3,4,4,3,4,4,3,3,3,1,2,3,2,4,3,4,5,3,1,4,3,4,3,5,4,5,3,4,4,2,2,3,5,3,1,1,3,3,5,3,4,4,4,5,3,3,3,4,4,5,4
30,20912,4,1,3,4,5,1,5,5,1,5,4,2,2,4,4,1,4,4,4,3,1,2,2,2,4,4,1,4,2,4,5,1,3,4,2,4,5,3,4,4,1,2,4,2,5,2,3,4,2,2,4,4,5,4,4,5,4,1,2,2,1,2,2,5,4
50,70985,4,2,3,1,5,3,1,3,1,4,4,1,2,5,3,4,5,2,5,4,3,1,3,3,2,3,3,4,1,2,3,2,3,3,2,4,4,5,3,4,2,2,3,3,4,2,5,2,1,3,4,2,4,2,3,5,3,4,3,2,4,4,2,3,3
30,49730,4,1,3,4,2,2,2,5,2,5,1,2,4,5,1,4,5,2,5,5,4,2,1,1,4,3,2,5,1,3,5,2,1,3,1,4,2,3,1,5,1,2,4,2,3,2,3,3,2,1,3,2,5,3,4,3,3,2,2,2,2,3,3,2,2
30,47474,4,1,1,2,1,1,4,2,4,2,1,4,4,5,1,2,2,1,1,5,1,2,1,1,4,5,1,5,1,2,2,1,1,2,2,2,1,5,1,4,1,1,5,3,2,1,5,1,1,1,1,4,2,1,1,2,1,1,1,1,3,2,1,2,1
50,25304,2,4,4,2,4,4,2,4,2,5,4,4,1,5,2,4,5,4,5,5,1,1,3,1,1,1,2,4,1,1,5,3,4,3,4,1,4,5,3,5,1,3,4,2,5,1,5,2,1,2,4,2,4,1,4,5,4,2,3,2,4,4,4,5,3
30,32587,5,4,4,4,2,4,5,3,1,5,2,2,2,5,2,5,5,1,3,4,5,4,1,5,5,4,1,1,1,5,5,4,1,4,2,5,5,5,3,5,2,2,4,3,5,4,5,3,3,3,4,2,4,2,5,5,5,1,5,4,4,5,1,2,4
30,3006,2,2,2,2,2,4,1,4,1,4,2,1,2,4,2,2,4,4,3,2,1,2,1,4,4,3,4,4,2,4,3,2,1,4,2,5,4,5,3,2,2,2,4,2,4,2,5,2,1,1,4,4,1,2,4,5,4,3,3,4,3,4,3,4,2
40,88187,2,2,2,4,1,1,4,3,1,2,1,1,2,5,1,4,5,1,4,5,2,1,1,1,2,5,1,4,1,2,4,1,1,2,1,4,1,5,1,5,1,1,4,1,4,1,4,1,1,1,1,2,4,1,4,1,2,1,4,2,1,4,1,1,4
50,112805,5,5,5,1,5,5,1,1,5,1,5,3,5,1,4,2,1,5,3,1,4,2,3,3,4,3,1,4,4,5,4,4,5,5,2,5,4,5,5,5,1,5,1,5,4,3,1,3,4,1,5,5,1,2,1,1,4,3,4,2,4,5,2,2,2
30,114944,4,2,2,2,1,1,2,3,1,1,2,2,2,1,1,4,1,1,3,4,2,1,1,1,1,3,3,1,1,1,5,1,1,1,1,1,4,5,2,5,1,1,2,1,2,3,4,1,1,4,1,5,4,1,4,3,2,1,1,1,1,3,1,1,2
40,18201,5,4,5,5,3,5,2,5,4,5,2,4,1,5,4,3,4,5,3,3,5,2,1,2,2,4,4,4,1,4,5,2,2,4,2,5,5,5,1,5,3,4,2,4,4,2,4,2,5,3,5,5,4,2,2,4,5,4,3,4,3,4,4,4,2
40,49560,2,3,5,2,2,1,5,3,4,2,1,4,2,2,2,2,3,4,4,2,2,1,1,1,4,5,2,5,1,2,2,1,1,1,1,2,2,4,2,2,1,1,2,1,2,2,2,1,1,1,2,5,4,1,4,4,2,5,5,1,2,2,2,2,2
30,53255,5,2,4,5,1,1,1,4,2,2,1,1,4,5,1,4,5,1,4,5,1,2,1,1,1,5,1,4,1,2,1,1,2,2,4,2,1,1,3,4,1,1,5,1,2,1,5,1,1,1,2,5,5,1,5,4,5,1,4,1,4,4,2,5,4
30,90830,4,1,2,5,1,1,4,5,1,1,1,1,1,1,1,5,5,4,4,5,4,1,1,1,2,3,1,5,1,2,2,1,1,1,1,1,1,5,1,5,1,4,4,3,1,1,4,1,4,1,1,5,5,1,3,4,2,4,5,1,1,2,1,1,1
70,109057,2,1,2,5,1,1,1,5,2,5,1,1,1,5,4,1,4,4,1,4,1,1,1,1,1,5,1,4,1,2,1,1,1,1,1,4,1,5,5,5,1,1,4,1,5,1,4,1,1,1,4,1,5,1,4,5,2,1,3,1,5,5,1,5,1
50,101229,4,1,5,5,5,4,2,5,4,5,2,4,4,5,5,2,4,2,3,5,4,2,3,3,4,4,2,5,2,4,3,2,2,2,4,4,2,5,4,4,2,4,3,3,4,5,5,3,1,3,4,2,4,5,4,5,5,4,4,4,4,4,5,5,3
30,116884,1,2,3,4,4,3,3,5,2,2,1,1,2,5,3,1,5,3,4,4,1,1,1,1,2,3,2,5,2,1,4,1,1,2,1,2,1,5,1,5,2,3,3,1,2,2,4,1,1,3,2,4,4,3,2,3,2,2,4,2,1,3,1,1,1
50,118532,5,1,4,4,3,3,3,3,2,5,2,1,3,3,1,3,5,2,3,3,1,3,1,3,1,3,1,3,1,5,1,1,3,2,5,4,3,3,3,4,3,1,5,3,5,4,5,1,5,1,5,1,5,1,5,5,5,5,5,5,3,4,5,3,3
60,30051,1,2,5,1,1,2,1,4,5,5,4,4,1,5,3,3,4,5,1,3,2,2,1,3,4,5,4,3,2,4,3,2,1,3,3,4,2,4,5,3,2,5,3,5,5,3,4,3,5,1,2,3,5,3,3,5,5,5,4,2,3,5,4,5,4
60,63275,4,1,3,2,1,1,1,5,5,5,2,5,1,5,1,3,5,4,3,5,4,1,1,1,4,5,4,5,1,2,4,1,4,2,3,4,2,3,1,5,1,1,5,4,5,1,5,5,1,1,5,2,5,1,5,5,5,2,3,1,5,5,4,5,5
50,60793,5,4,5,3,2,3,2,5,1,5,4,1,4,5,4,1,5,1,1,5,4,2,1,1,2,5,1,5,1,4,2,2,1,1,1,4,2,5,1,4,1,4,2,4,4,2,1,1,1,5,5,5,1,3,4,5,4,3,4,4,4,4,4,4,2
70,61981,4,2,5,4,1,2,2,4,4,5,1,4,2,4,2,4,3,3,4,4,4,1,1,2,4,4,2,4,2,4,4,1,1,2,1,4,2,5,3,4,1,2,3,1,4,5,5,1,1,1,1,2,4,1,5,5,4,2,4,1,3,2,5,3,3
40,32224,1,1,3,5,4,3,3,5,1,1,1,1,1,5,3,5,5,3,5,5,1,1,3,3,2,5,1,5,3,3,5,1,1,1,1,2,1,5,1,5,1,1,5,1,1,1,5,1,1,3,3,3,4,1,5,3,3,1,4,1,3,3,3,1,1
60,13309,4,1,4,4,1,1,5,5,1,1,1,1,1,5,2,2,5,1,1,5,1,1,1,1,5,5,1,4,1,1,2,2,1,1,1,1,1,5,1,5,1,1,1,1,1,1,4,1,1,1,1,2,4,1,1,5,5,1,1,1,1,1,1,1,1
60,121632,4,2,4,4,1,3,2,4,1,5,4,1,3,5,4,1,5,2,4,5,1,2,2,1,1,2,1,5,4,4,4,1,1,2,1,5,5,5,1,5,2,3,4,2,4,4,2,1,1,1,1,2,5,4,4,5,5,4,1,1,4,5,2,2,1
30,81051,5,3,3,4,3,2,2,5,5,4,2,3,5,1,5,3,5,4,3,3,5,2,1,3,4,5,1,3,1,4,4,1,1,2,1,2,1,5,4,3,2,1,4,3,5,1,3,1,4,1,4,4,3,1,4,4,2,3,3,2,4,4,2,2,2
30,28249,5,4,5,5,1,2,2,3,4,4,2,4,1,5,1,4,4,5,3,4,2,1,1,1,5,5,2,3,1,4,5,1,1,2,2,2,5,5,2,4,4,2,4,3,4,3,4,5,2,1,4,4,4,1,4,1,5,1,3,2,3,5,5,5,4
70,14552,4,3,5,2,5,2,1,4,2,4,3,4,1,5,2,4,4,4,4,5,2,5,2,2,4,5,2,4,1,5,5,2,2,2,2,4,1,4,2,4,2,4,4,2,5,4,5,2,1,1,4,3,5,1,4,5,2,2,2,4,2,2,5,4,2
30,124353,4,1,2,4,1,1,5,5,1,2,1,1,2,5,2,5,5,1,4,5,1,1,1,1,1,5,1,4,1,1,5,5,1,1,1,2,2,5,1,5,1,1,4,1,1,1,5,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,1,1
60,127140,5,5,5,4,5,4,1,1,5,4,5,5,5,1,2,3,1,4,3,1,1,4,3,4,5,3,2,5,1,4,5,4,1,3,5,5,5,5,3,4,3,3,1,5,4,4,4,4,4,5,5,4,3,5,3,5,5,1,1,3,3,5,4,5,3
30,24930,5,1,4,4,1,3,1,3,1,5,1,1,4,1,1,3,5,3,4,4,1,1,1,1,4,3,4,4,1,4,4,3,3,4,1,4,1,5,1,5,1,4,4,3,4,3,4,1,4,1,1,4,4,2,3,5,4,5,1,1,3,4,3,3,3
60,5466,2,4,5,5,5,4,1,3,4,5,5,1,4,5,5,4,5,2,5,5,4,1,1,2,4,5,4,5,5,4,2,3,4,3,5,5,4,5,5,5,1,2,4,5,5,1,5,1,4,1,5,5,5,4,5,5,5,5,5,3,1,4,5,5,1
30,97573,5,1,5,5,1,2,2,5,5,5,2,4,3,4,4,4,5,4,5,5,4,1,1,1,5,5,2,5,1,5,5,1,1,3,1,2,1,5,1,5,1,5,5,1,2,2,5,2,1,1,4,4,5,1,3,3,5,2,3,4,3,3,4,3,3
30,117702,2,2,3,5,5,3,2,1,3,5,1,2,3,5,4,4,5,3,2,4,3,1,3,2,2,3,2,2,1,5,2,2,2,2,1,5,1,5,1,2,1,2,4,3,4,2,5,1,2,4,2,3,3,1,5,5,2,1,1,5,3,3,5,4,1
60,124707,2,1,4,4,1,2,4,4,3,4,2,1,2,3,4,3,4,4,3,3,2,2,2,3,2,4,2,4,2,3,4,2,2,2,2,4,3,5,2,3,1,1,4,2,5,2,1,1,2,1,3,2,4,2,4,5,4,5,2,3,3,5,2,3,2
40,78020,1,1,4,3,3,4,4,4,3,3,1,1,1,5,2,3,5,4,2,4,1,1,1,1,1,3,3,1,1,3,2,1,1,1,1,3,1,5,1,1,1,1,4,2,5,3,2,1,2,2,3,4,4,1,2,2,2,2,4,1,1,4,3,3,2
60,23921,5,3,3,5,2,5,2,3,3,5,4,3,2,5,4,3,5,4,3,4,1,1,2,1,2,3,3,2,1,2,4,2,1,2,2,4,2,4,4,4,1,2,3,4,2,1,4,2,1,2,4,4,3,4,4,5,5,4,4,1,1,4,4,4,2
50,34206,5,1,3,5,5,3,3,3,1,1,1,1,3,5,1,3,5,1,3,3,3,1,1,1,1,5,3,4,1,1,5,1,1,1,1,2,1,5,3,5,1,1,3,1,1,3,3,1,1,3,1,3,4,1,4,1,1,5,3,1,3,1,1,3,2
50,60290,5,5,5,5,1,3,1,5,4,4,4,1,5,5,5,5,5,5,5,5,1,1,1,3,3,5,1,4,3,5,5,5,3,3,5,5,3,5,5,5,5,3,5,5,5,1,1,1,1,1,3,5,5,1,5,5,5,3,3,2,5,5,4,5,5
20,129445,2,3,2,4,4,4,2,3,2,2,1,4,2,3,2,2,4,4,2,4,2,1,1,2,1,4,3,4,2,4,4,2,3,2,2,2,2,3,3,4,2,2,2,2,4,2,3,1,4,1,4,4,4,1,4,4,1,2,3,1,4,4,4,2,2
70,17171,5,3,5,5,5,5,1,3,3,5,3,1,3,5,5,1,5,1,3,3,1,1,1,3,1,3,1,3,1,5,5,5,1,1,1,5,5,5,3,3,1,5,1,1,5,5,5,1,1,1,5,3,5,5,3,5,5,1,3,5,5,3,1,5,1
30,5031,4,1,2,5,1,1,4,5,1,3,1,2,1,5,3,5,5,2,5,5,1,1,1,1,1,3,2,4,1,2,5,2,1,1,1,1,1,4,3,5,1,1,5,3,4,1,5,1,1,5,2,4,4,1,4,1,3,1,5,1,3,4,2,3,3
70,41543,5,4,4,5,1,3,2,3,2,4,2,2,4,4,3,2,5,4,4,4,3,2,3,3,4,3,2,4,2,5,5,2,4,4,2,4,1,4,4,4,2,1,3,3,4,1,3,2,4,1,5,2,4,2,4,5,1,4,2,2,3,4,5,3,3
60,111816,2,1,5,5,2,5,2,4,3,2,4,5,5,4,4,3,4,1,3,4,5,2,3,3,3,5,5,4,1,5,4,3,4,3,3,3,4,5,4,4,3,3,3,4,5,4,5,3,3,3,3,2,3,2,1,5,2,5,3,2,3,5,3,5,3
40,63167,5,4,5,4,5,5,1,1,5,4,4,5,5,4,4,4,5,4,4,4,5,4,3,4,4,2,4,4,5,4,5,4,3,3,5,5,4,4,5,4,4,4,4,4,4,4,5,4,3,2,4,4,4,2,4,5,5,2,4,5,4,4,5,5,3
40,80327,4,1,1,4,1,4,1,1,2,5,1,1,1,5,1,4,5,4,2,5,4,1,1,1,1,5,4,4,1,4,5,1,1,1,1,4,1,5,1,5,1,1,4,1,1,1,4,1,1,1,3,4,4,1,5,5,1,1,4,1,2,4,1,1,1
